player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Austin Liles,52221,WR,S JOSE ST,10,36.4,0,285,60.0,,61.5,0,0,0,0.0,0.0,,0,0,0,36,0,0,0,99,0,63,0,0,36,0
Connor Wedington,52267,WR,STANFORD,4,34.6,0,300,58.0,,49.2,0,0,0,0.0,0.0,,0,0,0,36,0,0,0,104,0,68,0,0,36,0
Jernard Phillips,52306,WR,USF,9,35.0,0,327,73.2,,60.7,0,0,0,0.0,0.0,,0,0,0,36,0,0,0,103,0,66,0,0,36,0
Jelani Roberts,45073,WR,NWESTERN,7,69.2,0,256,62.6,,61.3,0,0,0,0.0,0.0,,0,0,0,36,0,0,0,52,0,14,0,0,36,0
Connor Robbins,55193,G,GA STATE,4,100.0,0,175,56.9,68.8,54.8,0,1,11,100.0,100.0,95.5,0,1,0,36,0,0,0,36,11,11,34,0,25,0
Brian Chaffin,36773,C,STANFORD,10,100.0,0,300,74.6,76.8,70.4,0,0,9,100.0,100.0,100.0,0,0,0,36,36,0,0,36,10,10,0,0,26,0
Jarrod Leeds,59705,T,GA SOUTHRN,4,100.0,0,174,71.7,74.1,68.8,0,1,16,100.0,100.0,96.9,0,1,0,36,0,0,1,36,16,16,0,35,20,0
Kyle Lanterman,36461,C,UTAH,7,100.0,0,328,68.7,70.5,66.0,0,0,2,100.0,100.0,100.0,0,0,0,36,17,10,0,36,2,2,0,0,34,9
Tre'von Bradley,61291,WR,HOUSTON,7,49.3,0,182,70.2,,75.0,0,0,0,0.0,0.0,,0,0,0,36,0,0,0,73,0,37,0,0,36,0
Evidence Njoku,61428,WR,MIAMI FL,7,47.4,0,220,52.8,,74.8,0,0,0,0.0,0.0,,0,0,0,36,0,0,0,76,0,40,0,0,36,0
Chad Hanaoka,32117,HB,NWESTERN,9,27.5,0,256,60.7,40.1,59.7,0,2,32,32.3,30.5,93.7,0,3,1,36,0,0,0,131,32,105,0,0,4,0
Kevin Davis,61753,WR,UAB,4,94.7,0,321,60.8,,64.0,0,0,0,0.0,0.0,,0,0,0,36,0,0,0,38,0,2,0,0,36,0
K'Rojhn Calbert,62961,G,TENNESSEE,4,100.0,0,307,60.7,82.0,58.2,0,0,4,100.0,100.0,100.0,1,0,0,36,0,19,15,36,5,5,0,0,31,0
Joshua Moore,78101,WR,TEXAS,6,48.0,0,311,56.2,,50.1,0,0,0,0.0,0.0,,0,0,0,36,0,0,0,75,0,39,0,0,36,0
Te'Vailance Hunt,78109,WR,TCU,7,47.4,0,305,58.8,,63.2,0,0,0,0.0,0.0,,0,0,0,36,0,0,0,76,0,40,0,0,36,0
T.J. McCoy,37073,C,FLORIDA,4,100.0,0,163,52.2,78.5,51.9,0,0,8,100.0,100.0,100.0,0,0,0,35,35,0,0,35,8,8,0,0,27,0
Brytain Peddy,37173,G,MEMPHIS,1,100.0,0,218,59.3,80.9,56.2,0,0,14,100.0,100.0,100.0,1,0,0,35,0,0,0,35,15,15,35,0,20,0
Jared Wangler,29203,TE,MICHIGAN,8,79.5,0,222,56.4,56.6,57.2,0,0,3,27.3,30.8,100.0,0,0,0,35,0,0,0,44,4,13,0,0,31,9
Dante Cousart,42407,WR,FAU,7,51.5,0,165,51.9,,35.5,0,0,0,0.0,0.0,,1,0,0,35,0,0,0,68,0,32,0,0,35,0
Trey Ellis,31787,WR,VANDERBILT,10,26.7,0,333,54.6,,58.0,0,0,0,0.0,0.0,,0,0,0,35,0,0,0,131,0,96,0,0,35,0
Noah Turner,42347,TE,N CAROLINA,6,97.2,0,245,52.4,66.6,51.6,0,0,2,100.0,66.7,100.0,0,0,0,35,0,0,0,36,2,3,0,0,33,24
Mark Birmingham,42328,TE,DUKE,5,97.2,0,154,61.6,70.2,61.2,0,0,1,50.0,50.0,100.0,0,0,0,35,0,0,0,36,1,2,0,0,34,15
Ahmari Davis,83727,HB,NEW MEXICO,8,28.9,0,241,74.3,51.1,77.4,0,3,15,32.6,30.0,90.0,0,3,0,35,0,0,0,121,15,50,0,0,20,0
Trevon Lee,28512,WR,DUKE,5,66.0,0,154,56.1,,63.3,0,0,0,0.0,0.0,,0,0,0,35,0,0,0,53,0,18,0,0,35,0
Keyston Fuller,33591,WR,DUKE,10,50.7,0,154,56.8,,64.2,0,0,0,0.0,0.0,,0,0,0,35,0,0,0,69,0,34,0,0,35,0
D'Andre Plantin,37015,G,VA TECH,2,100.0,0,337,66.6,76.0,64.8,0,0,5,100.0,100.0,100.0,0,0,0,35,0,21,14,35,5,5,0,0,30,0
Steven Witchoskey,61077,TE,W KENTUCKY,11,63.6,0,346,65.0,86.8,56.9,0,0,2,10.0,9.1,100.0,0,0,0,35,0,0,0,55,2,22,0,0,33,42
Cornell Powell,40689,WR,CLEMSON,4,53.0,0,140,57.6,,62.6,0,0,0,0.0,0.0,,0,0,0,35,0,0,0,66,0,31,0,0,35,0
John Shenker,60854,TE,AUBURN,12,58.3,0,115,63.0,71.4,52.8,0,0,2,8.0,7.4,100.0,0,0,0,35,1,0,13,60,2,27,0,0,33,26
Andrew Vastardis,41627,C,MICHIGAN,5,100.0,0,222,64.5,76.5,62.1,0,0,8,100.0,100.0,100.0,0,0,0,35,23,0,0,35,8,8,12,0,27,0
Marcelias Sutton,57370,HB,OKLAHOMA,6,38.0,0,261,68.1,56.6,52.3,0,0,13,31.0,32.6,100.0,0,0,0,35,0,0,0,92,14,43,0,0,21,0
Jorge Reyna,60384,QB,FRESNO ST,9,50.7,0,169,75.7,,60.0,0,0,0,0.0,0.0,,1,0,0,35,0,0,0,69,0,16,0,0,35,0
Chris Katrenick,60365,QB,DUKE,2,71.4,0,154,74.5,,60.0,0,0,0,0.0,0.0,,0,0,0,35,0,0,0,49,0,12,0,0,35,0
Ryan Metz,48058,QB,UTEP,6,25.4,0,330,63.0,,60.7,0,0,0,0.0,0.0,,0,0,0,35,0,0,0,138,0,84,0,0,35,0
Jaire George,35501,FB,VANDERBILT,8,83.3,0,333,46.1,10.3,48.5,0,2,4,40.0,36.4,75.0,0,2,0,35,0,0,0,42,4,11,0,0,31,0
Carter Stanley,13634,QB,KANSAS,6,32.1,0,198,54.5,,60.1,0,0,0,0.0,0.0,,0,0,0,35,0,0,0,109,0,60,0,0,35,0
Mon Denson,35843,HB,S CAROLINA,9,15.8,0,289,68.7,47.1,61.2,1,1,23,19.5,18.5,95.7,0,2,0,35,0,0,0,222,23,124,0,0,12,1
Daniel Crowell,84453,WR,TROY,4,67.3,0,318,51.8,,64.0,0,0,0,0.0,0.0,,0,0,0,35,0,0,0,52,0,17,0,0,35,0
Kris Reed,56185,WR,SO MISS,7,60.7,0,296,57.1,,63.0,0,0,0,0.0,0.0,,1,0,0,34,0,0,0,56,0,22,0,0,34,0
Dae Williams,40510,HB,LOUISVILLE,4,35.1,0,210,55.3,54.2,56.0,0,3,21,34.4,35.5,92.9,0,3,0,34,0,0,0,97,22,62,0,0,12,0
Hudson Hall,35728,FB,KANSAS,5,97.1,0,198,44.3,76.1,41.4,0,0,4,80.0,80.0,100.0,0,0,0,34,0,0,0,35,4,5,0,0,30,1
Bryce Rivers,60589,QB,UTSA,3,28.6,0,331,61.6,68.6,60.0,0,0,1,1.3,1.2,100.0,2,0,0,34,0,0,0,119,1,84,0,0,33,0
Will Tuihalamaka,37359,G,FAU,3,100.0,0,165,51.3,75.4,49.8,0,0,5,100.0,100.0,100.0,0,0,0,34,0,0,0,34,5,5,33,0,29,0
Matt Smith,41124,C,FRESNO ST,5,100.0,0,169,58.0,73.7,57.5,0,0,3,100.0,100.0,100.0,0,0,0,34,34,0,0,34,3,3,0,0,31,0
Sam Noyer,40048,QB,COLORADO,4,65.4,0,143,28.8,,60.2,0,0,0,0.0,0.0,,0,0,0,34,0,0,0,52,0,15,0,0,34,0
Austin Kendall,40056,QB,OKLAHOMA,6,50.7,0,261,72.7,,60.0,0,0,0,0.0,0.0,,0,0,0,34,0,0,0,67,0,22,0,0,34,0
Kentory Matthews,57269,HB,LIBERTY,7,25.2,0,206,74.2,67.6,60.2,1,1,20,31.7,33.3,95.0,0,2,0,34,0,0,0,135,22,66,0,0,12,0
Hayden Johnson,25516,FB,ARKANSAS,9,94.4,0,111,58.3,64.5,58.3,0,0,1,33.3,33.3,100.0,0,0,0,34,0,0,0,36,1,3,0,0,33,24
Mike Novitsky,77545,C,BUFFALO,3,100.0,0,126,57.5,73.4,57.2,0,0,3,100.0,100.0,100.0,0,0,0,34,34,0,0,34,3,3,0,0,31,0
Kameron King,81844,T,SO MISS,2,100.0,0,296,55.5,32.7,57.2,0,1,6,100.0,100.0,91.7,0,1,0,34,0,4,30,34,6,6,0,0,28,0
Josh Johnson,61329,WR,IOWA STATE,11,64.2,0,193,52.3,,59.8,0,0,0,0.0,0.0,,2,0,0,34,0,0,0,53,0,19,0,0,34,1
Harry Crider,59744,G,INDIANA,3,100.0,0,190,65.9,80.4,63.9,0,0,11,100.0,100.0,100.0,0,0,0,34,0,25,0,34,13,13,9,0,21,0
Jacob Doddridge,75787,TE,RICE,4,91.9,0,275,54.8,63.3,61.5,0,0,1,33.3,25.0,100.0,1,0,0,34,0,0,0,37,1,4,0,0,33,35
Peyton Mansell,82135,QB,IOWA,5,66.7,0,192,48.9,,60.0,0,0,0,0.0,0.0,,0,0,0,34,0,0,0,51,0,15,0,0,34,0
Marcus Floyd,61824,WR,W KENTUCKY,6,59.6,0,346,48.4,60.5,62.6,0,0,1,4.8,4.2,100.0,0,0,0,34,0,0,0,57,1,24,0,0,33,0
Chico McClatcher,47502,WR,WASHINGTON,8,48.5,0,340,69.8,,49.3,0,0,0,0.0,0.0,,0,0,0,33,0,0,0,68,0,31,0,0,33,0
Taylor Powell,60459,QB,MISSOURI,6,64.7,0,229,66.1,,60.0,0,0,0,0.0,0.0,,0,0,0,33,0,0,0,51,0,17,0,0,33,0
Daewood Davis,61584,WR,OREGON,4,61.1,0,264,56.1,,62.5,0,0,0,0.0,0.0,,0,0,0,33,0,0,0,54,0,21,0,0,33,0
Anthony Todd,41847,T,BALL ST,3,100.0,0,117,62.1,74.3,58.1,0,0,12,100.0,100.0,100.0,0,0,0,33,0,0,20,33,13,13,0,13,20,0
Armond Weh-Weh,45717,HB,ARK STATE,9,22.4,0,113,65.1,27.3,56.6,0,0,17,23.3,24.4,94.1,0,1,1,33,0,0,0,147,19,78,0,0,14,1
McLane Carter,37478,QB,TEXAS TECH,5,34.4,0,315,33.9,,60.0,0,0,0,0.0,0.0,,0,0,0,33,0,0,0,96,0,59,0,0,33,0
Bar Milo,46193,C,MIAMI FL,5,100.0,0,220,54.0,18.7,57.4,0,0,6,100.0,100.0,100.0,0,0,0,33,26,6,0,33,6,6,1,0,27,0
Chase Brown,77787,HB,W MICHIGAN,13,17.5,0,347,72.8,81.3,71.7,0,0,23,23.0,24.8,95.7,0,1,1,33,0,0,0,189,27,109,0,0,6,0
Jaron Woodyard,84328,WR,NEBRASKA,7,33.7,0,238,52.5,,62.5,0,0,0,0.0,0.0,,1,0,0,33,0,0,0,98,0,65,0,0,33,0
Dustin Crum,60418,QB,KENT STATE,7,40.7,0,201,72.3,,60.0,0,0,0,0.0,0.0,,0,0,0,33,0,0,0,81,0,37,0,0,33,0
Kordell Brewster,59801,G,LA LAFAYET,7,100.0,0,207,85.5,77.0,82.4,0,0,5,100.0,100.0,100.0,0,0,0,33,7,24,0,33,6,6,0,0,27,0
Nathan Edwards,41470,G,NEVADA,2,100.0,0,239,64.9,83.3,61.7,0,0,10,100.0,100.0,100.0,0,0,0,33,16,17,0,33,11,11,0,0,22,0
Ty'Son Williams,38287,HB,S CAROLINA,8,18.4,0,289,70.0,68.6,58.7,0,1,25,26.3,25.5,98.0,0,1,0,33,0,0,0,179,26,102,0,0,7,0
T.J. Beltavski,41628,C,BALL ST,3,100.0,0,117,57.0,69.6,55.8,1,0,12,100.0,100.0,95.8,0,1,0,33,33,0,0,33,13,13,0,0,20,0
Jaxson Kincaide,40415,HB,NEVADA,13,26.0,0,239,71.6,77.9,88.6,0,0,6,7.9,7.9,100.0,0,0,0,33,0,0,0,127,6,76,0,0,27,0
Dalvin Warmack,28763,HB,KANSAS ST,11,29.5,0,199,71.3,31.0,50.4,0,2,15,28.3,26.8,93.3,0,2,0,33,0,0,0,112,15,56,0,0,18,0
Colin Wilson,57278,HB,LOUISVILLE,8,25.8,0,210,65.2,56.2,70.0,0,0,21,28.8,28.0,100.0,1,0,0,33,0,0,0,128,21,75,0,0,12,0
Quiron Johnson,59934,G,N CAROLINA,2,100.0,0,245,69.8,76.0,69.2,1,0,20,100.0,100.0,97.5,0,1,0,33,0,0,0,33,20,20,33,0,13,0
Connor Slomka,44054,HB,ARMY,13,30.3,0,114,66.9,61.3,58.0,0,0,1,50.0,50.0,100.0,0,0,0,33,0,0,0,109,1,2,0,0,32,3
Ahkil Crumpton,61269,WR,GEORGIA,10,42.3,0,173,61.2,,78.9,0,0,0,0.0,0.0,,0,0,0,33,0,0,0,78,0,45,0,0,33,0
Namani Parker,61268,WR,FRESNO ST,7,89.2,0,169,58.7,,63.6,0,0,0,0.0,0.0,,0,0,0,33,0,0,0,37,0,4,0,0,33,0
Willie Parker,40315,HB,E MICHIGAN,11,29.7,1,160,60.8,62.0,56.1,0,0,19,44.2,42.2,94.7,1,1,1,33,0,0,0,111,19,45,0,0,14,0
Ryan Schadler,33976,WR,KANSAS,7,58.9,0,198,50.7,,63.2,0,0,0,0.0,0.0,,0,0,0,33,0,0,0,56,0,22,0,0,33,0
Charles McClelland,77733,HB,CINCINNATI,13,18.5,0,138,75.8,59.0,70.9,0,1,12,14.0,13.3,95.8,0,1,0,32,0,0,0,173,12,90,0,0,20,0
Josh Fields,57459,HB,UTEP,9,32.0,0,330,60.8,63.7,57.4,0,2,24,40.7,40.3,95.8,0,2,0,32,0,0,0,100,25,62,0,0,7,2
Ontaria Wilson,55894,WR,FLORIDA ST,8,33.0,0,167,54.8,,62.3,0,0,0,0.0,0.0,,1,0,0,32,0,0,0,97,0,65,0,0,32,0
Montae Barto,44072,FB,TROY,4,88.9,0,318,60.7,76.3,59.7,0,0,4,50.0,55.6,100.0,0,0,0,32,0,0,0,36,5,9,0,0,27,0
Jashaun Corbin,83773,HB,TEXAS A&M,12,23.5,0,312,79.5,71.3,63.1,0,1,11,22.4,25.0,95.5,0,1,0,32,0,0,0,136,13,52,0,0,19,0
Brian Newman,40123,WR,TULANE,12,57.1,0,319,58.3,,60.1,0,0,0,0.0,0.0,,0,0,0,32,0,0,0,56,0,24,0,0,32,0
Luke Sanders,61829,WR,W MICHIGAN,6,68.1,0,347,60.4,,60.9,0,0,0,0.0,0.0,,0,0,0,32,0,0,0,47,0,15,0,0,32,0
Devin Brumfield,83788,HB,UTAH,7,36.8,0,328,56.1,63.5,53.0,0,0,22,36.1,36.5,100.0,0,0,0,32,0,0,0,87,23,63,0,0,9,1
Deangelo Antoine,47557,WR,USF,6,42.1,0,327,64.3,,58.9,0,0,0,0.0,0.0,,0,0,0,32,0,0,0,76,0,42,0,0,32,0
Malik Hancock,43345,FB,ARMY,8,86.5,0,114,74.0,,52.9,0,0,0,0.0,0.0,,0,0,0,32,0,0,0,37,0,1,0,0,32,24
Tyrell Smith,46331,T,VA TECH,4,100.0,0,337,68.1,81.4,64.6,0,0,5,100.0,100.0,100.0,0,0,0,32,0,0,14,32,6,6,0,18,26,0
Jack Mitchell,59862,C,MIDDLE TN,5,100.0,0,224,60.3,72.2,59.5,0,0,1,100.0,100.0,100.0,0,0,0,32,31,0,0,32,2,2,0,0,30,0
B.J. Baylor,52122,HB,OREGON ST,8,39.5,0,265,60.8,81.6,57.9,0,0,23,46.9,46.9,100.0,0,0,0,32,0,0,0,81,23,49,0,0,9,0
Jeremy Larkin,40895,HB,NWESTERN,3,14.4,0,256,72.6,65.0,47.9,1,1,23,16.9,17.0,95.7,0,2,0,32,0,0,0,222,24,141,0,0,8,5
Tyson Morris,61144,WR,ARKANSAS,8,39.0,0,111,55.0,,49.5,0,0,0,0.0,0.0,,0,0,0,32,0,0,0,82,0,50,0,0,32,0
Jake Stetz,58529,G,BOISE ST,4,100.0,0,120,74.3,74.2,73.0,0,0,2,100.0,100.0,100.0,0,0,0,32,0,30,0,32,3,3,0,0,29,0
Marquis Hayes,60000,G,OKLAHOMA,3,100.0,0,261,72.8,77.1,71.7,0,0,7,100.0,100.0,100.0,0,0,0,32,0,32,0,32,7,7,0,0,25,0
Delon Hurt,84466,WR,UCLA,4,71.1,0,324,55.0,60.5,61.7,0,0,1,7.7,7.1,100.0,0,0,0,32,0,0,0,45,1,14,0,0,31,2
Tru Wilson,21456,HB,MICHIGAN,12,21.3,0,222,71.9,49.0,70.1,0,0,18,25.0,26.3,100.0,2,0,0,32,0,0,0,150,20,76,0,0,12,0
Jordan Asbury,41385,G,W MICHIGAN,3,100.0,0,347,62.5,77.2,61.1,0,0,5,100.0,100.0,100.0,0,0,0,32,0,0,0,32,6,6,32,0,26,0
Darius Rodrigue,39868,WR,LA MONROE,12,36.0,0,209,58.5,,80.6,0,0,0,0.0,0.0,,0,0,0,32,0,0,0,89,0,57,0,0,32,0
D.J. Gillins,30688,QB,UTSA,5,25.6,0,331,34.7,,60.7,0,0,0,0.0,0.0,,0,0,0,32,0,0,0,125,0,80,0,0,32,0
Jack Schroer,37325,T,MIAMI OH,5,100.0,0,221,55.3,77.5,53.4,0,0,4,100.0,100.0,100.0,0,0,0,32,4,0,18,32,5,5,0,10,27,0
William Crest Jr.,45917,WR,W VIRGINIA,6,76.2,0,343,47.2,,59.8,0,0,0,0.0,0.0,,0,0,0,32,0,0,0,42,0,10,0,0,32,0
Darta Lee,81911,T,UTEP,2,100.0,0,330,56.8,81.8,50.8,0,0,16,100.0,100.0,100.0,0,0,0,32,0,0,27,32,16,16,0,5,16,0
Coy McMillon,60106,C,TCU,4,100.0,0,305,55.9,74.4,55.5,0,0,5,100.0,100.0,100.0,0,0,0,32,24,5,0,32,5,5,0,0,27,3
Will Matthews,26941,HB,KENT STATE,6,29.9,0,201,68.5,42.7,66.1,0,1,17,29.3,28.6,97.1,1,1,0,32,0,0,0,107,18,63,0,0,14,0
Laress Nelson,61445,WR,MICH STATE,9,22.1,0,223,58.1,,49.4,0,0,0,0.0,0.0,,1,0,0,32,0,0,0,145,0,110,0,0,32,0
David Bolisomi,46366,T,TCU,3,100.0,0,305,73.2,73.5,70.9,0,0,4,100.0,100.0,100.0,0,0,0,32,0,0,0,32,4,4,0,31,28,0
Antoine Green,77985,WR,N CAROLINA,5,52.5,0,245,66.0,,61.4,0,0,0,0.0,0.0,,0,0,0,31,0,0,0,59,0,28,0,0,31,0
Cam Stewart,47894,WR,UCF,6,73.8,0,323,46.7,,51.9,0,0,0,0.0,0.0,,1,0,0,31,0,0,0,42,0,11,0,0,31,0
Ben Redding,77908,TE,SMU,8,66.0,0,287,63.7,72.8,63.6,0,0,5,25.0,23.8,100.0,0,0,0,31,0,0,0,47,5,21,0,0,26,9
Spencer Anderson,81719,G,MARYLAND,4,100.0,0,215,56.2,76.8,54.9,0,0,3,100.0,100.0,100.0,0,0,0,31,0,9,0,31,3,3,22,0,28,0
Michael Penix Jr.,82134,QB,INDIANA,3,40.3,0,190,72.9,,60.0,0,0,0,0.0,0.0,,0,0,0,31,0,0,0,77,0,41,0,0,31,0
TreVontae Hights,48322,WR,TCU,8,44.9,0,305,63.5,,58.8,0,0,0,0.0,0.0,,0,0,0,31,0,0,0,69,0,38,0,0,31,0
Evan Marshman,52201,QB,RICE,2,38.8,0,275,62.9,,60.0,0,0,0,0.0,0.0,,0,0,0,31,0,0,0,80,0,40,0,0,31,0
Brian Herrien,41129,HB,GEORGIA,14,23.3,0,173,72.8,46.0,56.5,0,1,12,19.7,19.0,95.8,0,1,0,31,0,0,0,133,12,63,0,0,19,1
Keaton Darney,27323,C,SYRACUSE,4,100.0,0,304,47.0,75.3,47.7,0,0,3,100.0,100.0,100.0,0,0,0,31,21,8,0,31,3,3,2,0,28,0
Dejan Rasuo,84545,T,CHARLOTTE,3,100.0,0,136,53.8,42.2,55.1,0,1,8,100.0,100.0,93.7,0,1,0,31,0,0,22,31,8,8,0,9,23,0
Bryce Mathews,41528,G,OLE MISS,3,100.0,0,226,60.2,81.9,57.4,0,0,9,100.0,100.0,100.0,0,0,0,31,0,20,4,31,9,9,0,7,22,0
James Peach,46915,T,TROY,1,100.0,0,318,77.7,82.9,74.0,0,0,21,100.0,100.0,100.0,0,0,0,31,0,0,0,31,22,22,0,31,9,0
Caleb Huntley,57156,HB,BALL ST,6,25.2,0,117,69.4,43.2,57.7,0,1,23,32.9,30.7,97.8,0,1,0,31,0,0,0,123,23,75,0,0,8,0
James Reilly,40533,G,UMASS,4,100.0,0,216,59.3,78.8,57.4,0,0,7,100.0,100.0,100.0,0,0,0,31,0,1,1,31,8,8,28,0,23,0
Miller Gibbs,83927,TE,APP STATE,4,96.9,0,108,58.6,,58.1,0,0,0,0.0,0.0,,0,0,0,31,0,0,0,32,0,1,0,0,31,10
Darius Harper,77401,T,CINCINNATI,3,100.0,0,138,70.6,72.3,68.2,0,0,3,100.0,100.0,100.0,0,0,0,31,0,0,0,31,3,3,0,31,28,0
Damian King,47513,WR,LIBERTY,3,30.1,0,206,67.8,,60.5,0,0,0,0.0,0.0,,1,0,0,31,0,0,0,103,0,69,0,0,31,0
Kavaris Harkless,26409,G,FLORIDA,4,100.0,0,163,64.1,80.6,61.7,0,0,9,100.0,100.0,100.0,0,0,0,31,0,23,8,31,9,9,0,0,22,0
Markel Davis,61556,WR,OHIO,5,79.5,0,259,55.9,,84.5,0,0,0,0.0,0.0,,0,0,0,31,0,0,0,39,0,8,0,0,31,0
Brendan Scales,42416,TE,MISSOURI,7,88.6,0,229,55.1,,55.7,0,0,0,0.0,0.0,,0,0,0,31,0,0,0,35,0,4,0,0,31,32
Jonathan Johnson,78081,WR,E CAROLINA,4,75.6,0,156,58.2,,63.8,0,0,0,0.0,0.0,,0,0,0,31,0,0,0,41,0,10,0,0,31,0
Bryson Denley,41077,HB,BOWL GREEN,12,14.0,0,122,60.7,85.9,58.0,0,0,19,14.1,13.9,100.0,1,0,0,31,0,0,0,222,20,144,0,0,11,7
Cedric Tillman,84434,WR,TENNESSEE,7,83.8,0,307,50.1,,62.0,0,0,0,0.0,0.0,,0,0,0,31,0,0,0,37,0,6,0,0,31,1
John Raridon,41384,G,NEBRASKA,3,100.0,0,238,58.6,79.6,62.2,0,0,14,100.0,100.0,100.0,1,0,0,31,0,31,0,31,14,14,0,0,17,0
Jack Klenk,45097,G,BUFFALO,6,100.0,0,126,58.3,69.1,57.8,0,0,1,100.0,100.0,100.0,0,0,0,30,14,0,0,30,1,1,16,0,29,0
Terius Wheatley,57468,WR,VA TECH,8,46.2,0,337,67.9,71.9,56.1,0,0,3,18.8,17.6,100.0,0,0,0,30,0,0,0,65,3,17,0,0,27,0
Zalon'tae Hillery,59845,T,MIAMI FL,9,100.0,0,220,68.7,77.9,65.7,0,0,8,100.0,100.0,100.0,0,0,0,30,0,9,3,30,8,8,0,9,22,9
Chase Harrell,48325,WR,ARKANSAS,6,51.7,0,111,66.1,,62.5,0,0,0,0.0,0.0,,0,0,0,30,0,0,0,58,0,28,0,0,30,0
Weston Gillespie,41422,T,APP STATE,2,100.0,0,108,61.6,79.9,58.7,0,0,7,100.0,100.0,100.0,1,0,0,30,0,0,30,30,7,7,0,0,23,0
Thomas Major III,36707,C,E MICHIGAN,4,100.0,0,160,57.8,71.7,55.5,0,0,11,100.0,100.0,100.0,0,0,0,30,11,0,0,30,11,11,0,0,19,19
Marcus McElroy Jr.,52041,HB,COLO STATE,12,23.6,0,144,62.2,19.1,59.7,0,4,22,33.8,34.3,90.9,0,4,0,30,0,0,0,127,23,67,0,0,7,0
Tavion Thomas,77732,HB,CINCINNATI,10,20.4,0,138,81.4,61.4,54.5,0,1,16,39.0,39.5,96.9,0,1,0,30,0,0,0,147,17,43,0,0,13,0
Elijah Sindelar,46466,QB,PURDUE,2,38.0,0,273,59.0,,60.0,0,0,0,0.0,0.0,,1,0,0,30,0,0,0,79,0,49,0,0,30,0
C.J. Hayes,61447,WR,MICH STATE,8,38.5,0,223,55.8,,70.0,0,0,0,0.0,0.0,,0,0,0,30,0,0,0,78,0,48,0,0,30,0
Keytaon Thompson,60457,QB,MISS STATE,9,30.6,0,227,84.0,62.2,60.1,0,0,1,2.3,2.2,100.0,1,0,0,30,0,0,0,98,1,46,0,0,29,0
Andrew Craig,42160,TE,TENNESSEE,6,93.8,0,307,65.0,,66.2,0,0,0,0.0,0.0,,0,0,0,30,0,0,0,32,0,2,0,0,30,6
Keyan Williams,42122,WR,BALL ST,6,43.5,0,117,52.5,,60.6,0,0,0,0.0,0.0,,1,0,0,30,0,0,0,69,0,39,0,0,30,0
Jamaal Neal,61088,TE,UNLV,9,75.0,0,325,62.1,71.5,48.4,0,0,2,28.6,37.5,100.0,0,0,0,30,0,0,0,40,3,8,0,0,27,16
Anthony Roberson,41039,TE,UCF,5,93.8,0,323,60.4,,69.3,0,0,0,0.0,0.0,,1,0,0,30,0,0,0,32,0,2,0,0,30,7
Jordan Weeks,83585,QB,UTSA,4,29.7,0,331,38.9,,61.0,0,0,0,0.0,0.0,,1,0,0,30,0,0,0,101,0,69,0,0,30,0
Matt Corral,83517,QB,OLE MISS,4,44.8,0,226,88.5,,60.0,0,0,0,0.0,0.0,,0,0,0,30,0,0,0,67,0,30,0,0,30,0
Ryan Newsome,38331,WR,ARIZONA ST,7,46.2,0,110,65.6,,75.0,0,0,0,0.0,0.0,,0,0,0,30,0,0,0,65,0,35,0,0,30,0
De'Vante Cross,39851,S,VIRGINIA,5,38.0,0,335,50.8,,62.2,0,0,0,0.0,0.0,,0,0,0,30,0,0,0,79,0,49,0,0,30,0
Cephus Johnson III,60530,QB,S ALABAMA,8,39.0,0,288,28.7,,60.0,0,0,0,0.0,0.0,,1,0,0,30,0,0,0,77,0,27,0,0,30,0
Bryan Addison,83825,WR,OREGON,4,81.1,0,264,66.9,,62.6,0,0,0,0.0,0.0,,0,0,0,30,0,0,0,37,0,7,0,0,30,0
Devin Miller,60945,TE,MARSHALL,10,85.7,0,214,66.7,71.9,69.8,0,0,2,28.6,28.6,100.0,0,0,0,30,0,0,0,35,2,7,0,0,28,15
John Harris,77369,G,VA TECH,1,100.0,0,337,48.3,16.3,52.2,1,1,8,100.0,100.0,87.5,0,2,0,30,11,0,0,30,8,8,19,0,22,0
Adam Korutz,44467,G,BOSTON COL,2,100.0,0,121,57.1,10.7,61.5,0,1,9,100.0,100.0,94.4,0,1,0,29,0,0,0,29,9,9,28,0,20,0
Matthew Downing,82120,QB,GEORGIA,4,58.0,0,173,60.1,,60.0,0,0,0,0.0,0.0,,0,0,0,29,0,0,0,50,0,10,0,0,29,0
Brandon Ford,45299,G,PITTSBURGH,5,100.0,0,268,61.9,45.3,64.0,1,1,14,100.0,100.0,92.9,0,2,0,29,0,27,0,29,15,15,0,0,14,0
John Stephens Jr.,78108,WR,TCU,7,50.0,0,305,64.5,,62.0,0,0,0,0.0,0.0,,0,0,0,29,0,0,0,58,0,29,0,0,29,0
Larry Joubert,60001,G,OKLA STATE,2,100.0,0,262,65.3,20.4,67.3,0,0,6,100.0,100.0,83.3,0,1,1,29,0,19,10,29,6,6,0,0,23,0
